Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,Day_Of_Week,Year,Month,Day,Hour,Minute,WeekStatus_Weekend,Load_Type
5.04,4.1,0,0,77.57,100,16200,5,2018,3,9,4,30,0,0
3.96,6.19,0,0,53.89,100,28800,1,2018,10,22,8,0,0,0
2.84,5.62,0,0,45.1,100,12600,1,2018,9,17,3,30,0,0
2.88,5.11,0,0,49.1,100,2700,1,2018,10,22,0,45,0,0
3.46,3.24,0,0,72.99,100,23400,6,2018,3,3,6,30,1,0
5.83,5.72,0,0,71.38,100,11700,2,2018,1,30,3,15,0,0
7.02,4.97,0,0,81.62,100,28800,5,2018,1,5,8,0,0,0
59.26,38.27,0,0.03,84.01,100,32400,6,2018,10,13,9,0,1,0
35.5,29.52,0,0.02,76.89,100,30600,6,2018,4,21,8,30,1,0
3.82,5.58,0,0,56.49,100,17100,6,2018,2,17,4,45,1,0
3.67,4.57,0,0,62.62,100,28800,2,2018,8,14,8,0,0,0
3.24,3.96,0,0,63.32,100,23400,5,2018,3,23,6,30,0,0
4.07,5.26,0,0,61.2,100,9000,4,2018,3,22,2,30,0,0
3.89,4.86,0,0,62.49,100,5400,3,2018,3,14,1,30,0,0
2.77,1.84,0.32,0,83.3,99.34,24300,2,2018,11,20,6,45,0,0
3.78,6.48,0,0,50.39,100,4500,6,2018,11,3,1,15,1,0
6.73,4.54,0,0,82.9,100,28800,2,2018,1,2,8,0,0,0
3.06,5.9,0,0,46.04,100,12600,2,2018,10,23,3,30,0,0
3.02,5.83,0,0,46,100,13500,6,2018,9,22,3,45,1,0
2.59,4.86,0,0,47.03,100,26100,5,2018,8,10,7,15,0,0
2.99,4.82,0,0,52.71,100,8100,1,2018,5,21,2,15,0,0
2.56,3.64,0,0,57.53,100,16200,6,2018,8,18,4,30,1,0
3.17,3.02,0,0,72.4,100,9000,0,2018,1,7,2,30,1,0
77.15,39.89,0,0.04,88.83,100,32400,2,2018,3,20,9,0,0,0
2.81,5.18,0,0,47.68,100,24300,5,2018,7,13,6,45,0,0
2.88,2.38,0,0,77.08,100,85500,0,2018,11,25,23,45,1,0
2.77,4.9,0,0,49.21,100,82800,6,2018,6,9,23,0,1,0
4.18,3.31,0.11,0,78.4,99.97,5400,3,2018,12,12,1,30,0,0
2.77,4.97,0,0,48.68,100,3600,4,2018,9,20,1,0,0,0
3.56,6.08,0,0,50.53,100,11700,4,2018,10,18,3,15,0,0
33.44,36.83,0,0.02,67.22,100,29700,5,2018,6,8,8,15,0,0
4.1,6.16,0,0,55.41,100,83700,4,2018,4,12,23,15,0,0
3.06,1.84,0.4,0,85.7,99.16,21600,5,2018,12,28,6,0,0,0
2.95,4.93,0,0,51.35,100,26100,0,2018,7,29,7,15,1,0
3.31,4.25,0,0,61.45,100,2700,1,2018,1,8,0,45,0,0
2.84,5.9,0,0,43.37,100,9000,6,2018,8,4,2,30,1,0
6.7,8.14,0,0,63.55,100,28800,3,2018,7,4,8,0,0,0
3.38,4.75,0,0,57.98,100,25200,2,2018,8,7,7,0,0,0
3.38,6.01,0,0,49.02,100,11700,2,2018,10,23,3,15,0,0
2.92,4.07,0,0,58.29,100,22500,2,2018,5,15,6,15,0,0
3.1,5.47,0,0,49.31,100,10800,2,2018,6,12,3,0,0,0
3.2,5.33,0,0,51.47,100,18000,6,2018,9,8,5,0,1,0
2.7,4.97,0,0,47.74,100,8100,1,2018,8,20,2,15,0,0
2.74,5.04,0,0,47.76,100,18900,1,2018,7,30,5,15,0,0
3.1,4.82,0,0,54.09,100,12600,5,2018,6,29,3,30,0,0
3.35,4.79,0,0,57.31,100,27000,5,2018,11,16,7,30,0,0
2.77,5.51,0,0,44.92,100,14400,0,2018,8,12,4,0,1,0
3.6,3.46,0,0,72.1,100,12600,5,2018,5,4,3,30,0,0
3.2,4.86,0,0,54.99,100,18900,0,2018,4,8,5,15,1,0
4.03,5.18,0,0,61.4,100,9900,4,2018,11,29,2,45,0,0
3.1,6.08,0,0,45.42,100,13500,2,2018,10,23,3,45,0,0
3.31,4.57,0,0,58.66,100,84600,5,2018,3,30,23,30,0,0
2.88,4.43,0,0,54.51,100,22500,0,2018,5,13,6,15,1,0
3.56,3.82,0,0,68.18,100,8100,2,2018,12,4,2,15,0,0
2.81,5,0,0,48.99,100,30600,0,2018,6,10,8,30,1,0
35.64,22.07,0,0.02,85.02,100,29700,6,2018,2,24,8,15,1,0
3.2,4.72,0,0,56.12,100,17100,0,2018,4,8,4,45,1,0
3.31,5.9,0,0,48.93,100,18900,0,2018,11,18,5,15,1,0
4.07,3.82,0,0,72.91,100,2700,6,2018,12,15,0,45,1,0
3.31,4.54,0,0,58.91,100,84600,0,2018,6,3,23,30,1,0
2.88,5.87,0,0,44.05,100,10800,2,2018,9,11,3,0,0,0
3.67,2.92,0.14,0,78.25,99.93,22500,5,2018,12,21,6,15,0,0
3.13,5.11,0,0,52.23,100,26100,6,2018,5,19,7,15,1,0
3.1,5.8,0,0,47.14,100,84600,3,2018,8,15,23,30,0,0
52.81,49.93,0,0.02,72.66,100,30600,1,2018,4,2,8,30,0,0
2.88,3.53,0,0,63.22,100,18900,5,2018,5,25,5,15,0,0
42.37,40.36,0,0.02,72.41,100,29700,3,2018,10,3,8,15,0,0
3.56,6.26,0,0,49.43,100,18000,0,2018,6,3,5,0,1,0
2.92,5.94,0,0,44.12,100,23400,6,2018,6,2,6,30,1,0
2.92,5.08,0,0,49.83,100,15300,1,2018,7,23,4,15,0,0
31.5,30.35,0,0.01,72.01,100,0,2,2018,11,13,0,0,0,0
3.74,3.53,0,0,72.72,100,18000,1,2018,12,10,5,0,0,0
2.92,5.8,0,0,44.97,100,24300,4,2018,10,11,6,45,0,0
3.74,3.85,0,0,69.68,100,2700,4,2018,5,3,0,45,0,0
3.06,3.38,0,0,67.11,100,900,0,2018,3,4,0,15,1,0
3.1,5.04,0,0,52.39,100,10800,6,2018,9,8,3,0,1,0
3.42,5.51,0,0,52.74,100,2700,4,2018,3,15,0,45,0,0
2.95,3.78,0,0,61.52,100,15300,6,2018,5,5,4,15,1,0
3.53,3.38,0,0,72.23,100,5400,5,2018,5,4,1,30,0,0
3.28,4.57,0,0,58.31,100,7200,2,2018,4,24,2,0,0,0
49.72,12.53,0.18,0.02,96.97,100,32400,3,2018,3,28,9,0,0,0
2.7,4.79,0,0,49.1,100,12600,1,2018,7,30,3,30,0,0
3.78,7.27,0,0,46.13,100,10800,3,2018,10,17,3,0,0,0
96.37,46.15,0,0.04,90.19,100,84600,5,2018,1,26,23,30,0,0
5.11,4.61,0,0,74.25,100,27000,3,2018,1,31,7,30,0,0
2.81,4.54,0,0,52.63,100,18000,3,2018,6,27,5,0,0,0
3.71,3.74,0,0,70.43,100,11700,3,2018,12,26,3,15,0,0
2.63,3.71,0,0,57.83,100,19800,0,2018,4,29,5,30,1,0
3.31,2.56,0,0,79.1,100,3600,3,2018,12,26,1,0,0,0
2.84,4.68,0,0,51.88,100,17100,5,2018,10,5,4,45,0,0
3.42,4.61,0,0,59.58,100,23400,0,2018,3,4,6,30,1,0
2.92,5.62,0,0,46.11,100,7200,1,2018,6,11,2,0,0,0
2.92,2.05,0.11,0,81.84,99.93,28800,6,2018,12,29,8,0,1,0
3.24,4,0,0,62.94,100,22500,5,2018,3,23,6,15,0,0
2.66,4.93,0,0,47.48,100,84600,5,2018,9,14,23,30,0,0
2.95,4.5,0,0,54.83,100,27000,6,2018,10,13,7,30,1,0
3.02,3.64,0,0,63.85,100,16200,5,2018,4,20,4,30,0,0
3.6,3.49,0,0,71.8,100,6300,2,2018,11,20,1,45,0,0
2.63,5.18,0,0,45.27,100,9000,1,2018,10,1,2,30,0,0
3.92,7.27,0,0,47.46,100,84600,3,2018,9,5,23,30,0,0
4.72,4.72,0,0,70.71,100,6300,5,2018,4,27,1,45,0,0
2.84,5.58,0,0,45.36,100,9900,6,2018,9,22,2,45,1,0
4.64,6.05,0,0,60.86,100,25200,2,2018,1,16,7,0,0,0
2.99,5.11,0,0,50.5,100,20700,0,2018,11,4,5,45,1,0
2.59,3.02,0,0,65.1,100,24300,1,2018,11,12,6,45,0,0
2.74,4.82,0,0,49.42,100,1800,2,2018,8,21,0,30,0,0
3.1,5.04,0,0,52.39,100,17100,4,2018,7,5,4,45,0,0
3.38,6.19,0,0,47.92,100,83700,4,2018,10,4,23,15,0,0
2.63,4.1,0,0,53.99,100,16200,5,2018,8,10,4,30,0,0
74.59,35.86,0,0.03,90.13,100,30600,3,2018,1,3,8,30,0,0
2.92,4.5,0,0,54.43,100,22500,2,2018,5,1,6,15,0,0
24.62,15.01,0,0.01,85.38,100,27900,3,2018,11,28,7,45,0,0
3.06,3.78,0,0,62.92,100,18000,3,2018,4,4,5,0,0,0
3.24,5.62,0,0,49.95,100,19800,5,2018,11,16,5,30,0,0
2.99,1.98,0.18,0,83.38,99.82,23400,1,2018,12,31,6,30,0,0
2.84,4.68,0,0,51.88,100,7200,1,2018,6,25,2,0,0,0
3.28,4.79,0,0,56.5,100,18900,3,2018,3,14,5,15,0,0
2.81,5.26,0,0,47.12,100,3600,2,2018,8,14,1,0,0,0
4.21,3.13,0.07,0,80.25,99.99,27900,4,2018,12,6,7,45,0,0
3.02,4.57,0,0,55.13,100,14400,3,2018,11,14,4,0,0,0
3.24,4.54,0,0,58.09,100,18000,4,2018,2,15,5,0,0,0
3.64,3.74,0,0,69.75,100,27000,4,2018,5,10,7,30,0,0
3.2,6.08,0,0,46.57,100,8100,3,2018,8,8,2,15,0,0
3.06,3.56,0,0,65.18,100,17100,2,2018,3,20,4,45,0,0
3.6,5.58,0,0,54.21,100,27000,1,2018,10,22,7,30,0,0
5.9,4.64,0,0,78.6,100,24300,6,2018,1,27,6,45,1,0
3.74,3.49,0,0,73.11,100,16200,1,2018,2,5,4,30,0,0
3.31,2.81,0,0,76.23,100,10800,4,2018,12,6,3,0,0,0
34.74,28.87,0,0.02,76.91,100,8100,4,2018,1,18,2,15,0,0
3.28,6.19,0,0,46.82,100,12600,3,2018,10,17,3,30,0,0
78.08,49.75,0,0.04,84.34,100,30600,2,2018,2,13,8,30,0,0
2.81,5,0,0,48.99,100,85500,2,2018,8,7,23,45,0,0
3.6,4.57,0,0,61.88,100,17100,0,2018,4,22,4,45,1,0
5.9,5.8,0,0,71.31,100,14400,2,2018,2,13,4,0,0,0
2.66,5.22,0,0,45.4,100,4500,2,2018,9,4,1,15,0,0
4.9,7.27,0,0,55.89,100,2700,6,2018,11,10,0,45,1,0
4.1,4.43,0,0,67.92,100,19800,3,2018,2,28,5,30,0,0
3.06,5.04,0,0,51.9,100,24300,3,2018,5,23,6,45,0,0
2.99,5.29,0,0,49.21,100,27000,5,2018,10,5,7,30,0,0
3.02,4.5,0,0,55.73,100,84600,0,2018,8,26,23,30,1,0
2.81,5.76,0,0,43.85,100,15300,1,2018,9,10,4,15,0,0
3.42,2.3,0.18,0,82.98,99.86,18000,1,2018,12,24,5,0,0,0
2.66,4.82,0,0,48.32,100,16200,0,2018,10,7,4,30,1,0
3.67,3.85,0,0,69,100,9900,5,2018,5,11,2,45,0,0
2.92,4.64,0,0,53.26,100,2700,4,2018,7,12,0,45,0,0
3.67,7.27,0,0,45.06,100,4500,3,2018,10,17,1,15,0,0
16.85,13.64,0,0.01,77.73,100,28800,3,2018,5,9,8,0,0,0
3.31,4.97,0,0,55.43,100,83700,0,2018,5,27,23,15,1,0
2.77,4.5,0,0,52.42,100,4500,0,2018,6,10,1,15,1,0
2.74,4.79,0,0,49.65,100,6300,5,2018,8,10,1,45,0,0
87.37,57.71,0,0.04,83.44,100,30600,3,2018,7,4,8,30,0,0
2.81,3.96,0,0,57.87,100,18900,3,2018,7,4,5,15,0,0
3.49,5.69,0,0,52.28,100,6300,5,2018,10,26,1,45,0,0
3.13,4.36,0,0,58.32,100,11700,4,2018,4,26,3,15,0,0
2.77,4.82,0,0,49.83,100,27000,2,2018,9,4,7,30,0,0
2.99,2.05,0.14,0,82.48,99.89,19800,1,2018,12,31,5,30,0,0
2.77,4,0,0,56.93,100,11700,3,2018,7,11,3,15,0,0
2.84,2.38,0,0,76.64,100,83700,6,2018,3,3,23,15,1,0
2.77,5.15,0,0,47.37,100,900,6,2018,8,4,0,15,1,0
3.35,4.64,0,0,58.54,100,83700,4,2018,6,7,23,15,0,0
3.56,3.64,0,0,69.92,100,85500,1,2018,5,21,23,45,0,0
2.7,4.64,0,0,50.29,100,11700,0,2018,7,29,3,15,1,0
34.74,27.94,0,0.02,77.92,100,2700,0,2018,2,25,0,45,1,0
2.74,4.54,0,0,51.67,100,1800,0,2018,10,14,0,30,1,0
3.6,5.94,0,0,51.83,100,84600,2,2018,11,6,23,30,0,0
3.13,3.17,0,0,70.26,100,23400,1,2018,3,12,6,30,0,0
2.59,4.54,0,0,49.55,100,26100,0,2018,9,2,7,15,1,0
3.17,5.51,0,0,49.87,100,7200,6,2018,8,4,2,0,1,0
2.99,4.82,0,0,52.71,100,10800,2,2018,5,29,3,0,0,0
2.74,4.32,0,0,53.56,100,85500,5,2018,8,24,23,45,0,0
3.78,3.67,0,0,71.75,100,84600,1,2018,4,16,23,30,0,0
6.01,7.09,0,0,64.66,100,85500,1,2018,11,12,23,45,0,0
3.46,5.8,0,0,51.23,100,17100,4,2018,10,18,4,45,0,0
2.81,5.08,0,0,48.4,100,18000,0,2018,6,10,5,0,1,0
33.3,22.03,0,0.02,83.4,100,29700,1,2018,2,5,8,15,0,0
3.31,5.44,0,0,51.98,100,81900,0,2018,8,5,22,45,1,0
4.03,3.53,0,0,75.22,100,27000,4,2018,2,22,7,30,0,0
4.64,5.29,0,0,65.94,100,27900,1,2018,4,2,7,45,0,0
4.61,4.07,0,0,74.96,100,16200,4,2018,12,6,4,30,0,0
3.06,5,0,0,52.2,100,12600,4,2018,7,5,3,30,0,0
3.85,4.14,0,0,68.1,100,2700,2,2018,4,17,0,45,0,0
4,6.01,0,0,55.41,100,1800,2,2018,6,12,0,30,0,0
36.43,34.85,0,0.02,72.26,100,31500,4,2018,6,28,8,45,0,0
79.27,53.6,0,0.04,82.84,100,29700,4,2018,5,24,8,15,0,0
2.52,5.51,0,0,41.59,100,26100,3,2018,9,26,7,15,0,0
3.71,2.84,0.18,0,79.41,99.88,3600,1,2018,12,31,1,0,0,0
3.35,4.07,0,0,63.55,100,18900,5,2018,3,23,5,15,0,0
3.71,4.75,0,0,61.55,100,4500,6,2018,2,17,1,15,1,0
73.91,37.66,0,0.03,89.1,100,83700,3,2018,2,21,23,15,0,0
3.35,5.83,0,0,49.82,100,84600,6,2018,10,20,23,30,1,0
3.2,3.85,0,0,63.92,100,10800,0,2018,4,15,3,0,1,0
3.71,2.52,0,0,82.72,100,13500,2,2018,11,27,3,45,0,0
3.1,3.42,0,0,67.16,100,5400,0,2018,3,25,1,30,1,0
3.06,3.35,0,0,67.44,100,24300,1,2018,3,26,6,45,0,0
2.84,4.54,0,0,53.03,100,10800,0,2018,11,11,3,0,1,0
2.88,5.62,0,0,45.61,100,24300,5,2018,6,15,6,45,0,0
4.1,4.39,0,0,68.26,100,23400,3,2018,2,28,6,30,0,0
3.56,3.92,0,0,67.23,100,0,5,2018,4,13,0,0,0,0
3.13,4.21,0,0,59.66,100,0,1,2018,4,30,0,0,0,0
3.13,5.9,0,0,46.86,100,17100,4,2018,10,25,4,45,0,0
79.74,43.7,0,0.04,87.69,100,5400,2,2018,2,13,1,30,0,0
3.06,5.22,0,0,50.57,100,5400,6,2018,9,8,1,30,1,0
3.74,5.83,0,0,54,100,10800,3,2018,4,11,3,0,0,0
3.74,3.38,0,0,74.19,100,11700,1,2018,12,10,3,15,0,0
3.6,4.9,0,0,59.21,100,19800,4,2018,11,15,5,30,0,0
2.95,5.08,0,0,50.22,100,12600,3,2018,5,30,3,30,0,0
3.82,3.38,0,0,74.89,100,9000,6,2018,12,29,2,30,1,0
4.32,4.36,0,0,70.38,100,16200,0,2018,1,14,4,30,1,0
4.61,4.54,0,0,71.25,100,5400,1,2018,1,15,1,30,0,0
2.92,5.11,0,0,49.61,100,9900,3,2018,9,12,2,45,0,0
3.17,5.72,0,0,48.47,100,20700,5,2018,10,12,5,45,0,0
3.71,2.92,0,0,78.58,100,1800,4,2018,11,22,0,30,0,0
5.33,6.01,0,0,66.35,100,28800,4,2018,7,19,8,0,0,0
2.92,5.47,0,0,47.09,100,21600,2,2018,7,24,6,0,0,0
2.99,5.58,0,0,47.23,100,14400,2,2018,6,5,4,0,0,0
3.1,4.61,0,0,55.8,100,14400,4,2018,4,12,4,0,0,0
2.63,4.61,0,0,49.55,100,30600,0,2018,8,12,8,30,1,0
2.84,5,0,0,49.39,100,0,1,2018,8,13,0,0,0,0
3.2,4.72,0,0,56.12,100,11700,5,2018,7,13,3,15,0,0
2.81,4.36,0,0,54.17,100,10800,3,2018,8,15,3,0,0,0
3.78,3.49,0.04,0,73.47,99.99,9900,1,2018,12,10,2,45,0,0
4.68,4.57,0,0,71.55,100,18900,3,2018,1,17,5,15,0,0
105.59,44.17,0,0.05,92.25,100,32400,6,2018,11,17,9,0,1,0
2.88,4.36,0,0,55.12,100,19800,2,2018,5,1,5,30,0,0
2.92,5.08,0,0,49.83,100,2700,3,2018,9,12,0,45,0,0
3.2,5.72,0,0,48.82,100,26100,3,2018,8,8,7,15,0,0
74.56,50.65,0,0.03,82.72,100,32400,4,2018,10,25,9,0,0,0
3.53,4.93,0,0,58.22,100,27900,5,2018,6,29,7,45,0,0
3.02,3.2,0,0,68.64,100,8100,3,2018,4,25,2,15,0,0
3.2,1.73,0.58,0,87.97,98.4,81900,0,2018,12,23,22,45,1,0
6.41,5.51,0,0,75.83,100,6300,2,2018,2,20,1,45,0,0
2.7,4.86,0,0,48.56,100,4500,4,2018,9,13,1,15,0,0
3.28,5.76,0,0,49.48,100,4500,5,2018,6,8,1,15,0,0
3.31,3.6,0,0,67.68,100,18000,1,2018,1,1,5,0,0,0
3.13,4.54,0,0,56.76,100,4500,0,2018,4,8,1,15,1,0
49.64,51.05,0,0.02,69.71,100,31500,2,2018,5,15,8,45,0,0
3.02,5.62,0,0,47.34,100,4500,4,2018,5,31,1,15,0,0
2.88,5.36,0,0,47.33,100,8100,6,2018,6,9,2,15,1,0
5.08,5.51,0,0,67.78,100,27900,4,2018,10,18,7,45,0,0
2.59,4.07,0,0,53.69,100,16200,3,2018,8,22,4,30,0,0
2.84,2.56,0.04,0,74.28,99.99,17100,0,2018,11,25,4,45,1,0
22.54,15.12,0,0.01,83.05,100,19800,3,2018,11,28,5,30,0,0
60.77,34.06,0,0.03,87.23,100,5400,3,2018,1,31,1,30,0,0
3.24,4.03,0,0,62.66,100,16200,5,2018,3,23,4,30,0,0
3.56,6.91,0,0,45.8,100,21600,6,2018,10,20,6,0,1,0
3.71,4.64,0,0,62.45,100,28800,5,2018,5,11,8,0,0,0
2.84,4.82,0,0,50.76,100,20700,2,2018,7,3,5,45,0,0
3.42,3.74,0,0,67.48,100,83700,1,2018,4,30,23,15,0,0
2.48,4.9,0,0,45.16,100,30600,0,2018,10,7,8,30,1,0
3.13,4.07,0,0,60.96,100,22500,2,2018,4,17,6,15,0,0
3.31,6.55,0,0,45.1,100,25200,0,2018,10,21,7,0,1,0
2.59,4,0,0,54.35,100,85500,6,2018,8,25,23,45,1,0
3.06,4.79,0,0,53.84,100,14400,4,2018,7,12,4,0,0,0
3.35,2.09,0.04,0,84.84,99.99,22500,1,2018,12,3,6,15,0,0
2.81,5.15,0,0,47.9,100,23400,0,2018,7,15,6,30,1,0
4.43,4.36,0,0,71.27,100,13500,1,2018,2,5,3,45,0,0
3.64,4.28,0,0,64.79,100,8100,0,2018,3,25,2,15,1,0
2.66,4.64,0,0,49.73,100,82800,3,2018,8,1,23,0,0,0
2.92,5.8,0,0,44.97,100,21600,6,2018,6,16,6,0,1,0
53.14,59.62,0,0.02,66.54,100,30600,3,2018,8,8,8,30,0,0
41.65,32.26,0,0.02,79.06,100,29700,3,2018,3,21,8,15,0,0
2.95,3.92,0,0,60.13,100,3600,0,2018,5,6,1,0,1,0
3.92,3.24,0,0,77.08,100,18900,1,2018,1,22,5,15,0,0
2.81,5.08,0,0,48.4,100,6300,0,2018,10,28,1,45,1,0
3.74,6.44,0,0,50.22,100,17100,1,2018,8,13,4,45,0,0
2.74,5.44,0,0,44.98,100,15300,1,2018,9,17,4,15,0,0
2.74,3.74,0,0,59.1,100,10800,6,2018,3,31,3,0,1,0
3.53,4.79,0,0,59.33,100,3600,0,2018,6,17,1,0,1,0
3.67,4.86,0,0,60.26,100,8100,5,2018,3,16,2,15,0,0
2.92,6.16,0,0,42.83,100,18900,5,2018,8,3,5,15,0,0
4.72,4.18,0,0,74.86,100,9000,6,2018,1,13,2,30,1,0
45.36,32.04,0.14,0.02,81.68,100,29700,1,2018,11,26,8,15,0,0
4,3.38,0,0,76.38,100,21600,1,2018,1,15,6,0,0,0
5.98,2.84,0.04,0,90.33,100,27900,1,2018,12,3,7,45,0,0
3.82,2.63,0.32,0,82.37,99.65,9000,5,2018,12,28,2,30,0,0
6.01,5.33,0,0,74.82,100,6300,3,2018,2,21,1,45,0,0
72.43,45.86,0,0.03,84.49,100,31500,2,2018,2,13,8,45,0,0
3.82,4.32,0,0,66.24,100,25200,3,2018,3,7,7,0,0,0
3.24,3.85,0,0,64.39,100,0,1,2018,5,21,0,0,0,0
5.94,6.08,0,0,69.88,100,16200,2,2018,2,13,4,30,0,0
3.06,5.08,0,0,51.6,100,26100,2,2018,6,12,7,15,0,0
2.66,4.1,0,0,54.43,100,83700,0,2018,9,2,23,15,1,0
2.74,5.36,0,0,45.52,100,19800,0,2018,8,12,5,30,1,0
3.53,3.2,0,0,74.09,100,19800,6,2018,12,8,5,30,1,0
2.7,5.15,0,0,46.43,100,14400,1,2018,10,1,4,0,0,0
2.59,5.62,0,0,41.85,100,900,1,2018,9,24,0,15,0,0
3.28,5.47,0,0,51.43,100,9000,4,2018,8,23,2,30,0,0
4.86,7.49,0,0,54.43,100,3600,6,2018,11,10,1,0,1,0
4.43,4.07,0,0,73.64,100,20700,1,2018,1,22,5,45,0,0
2.81,4.79,0,0,50.6,100,23400,4,2018,9,13,6,30,0,0
2.88,5.83,0,0,44.29,100,22500,6,2018,10,6,6,15,1,0
3.46,6.16,0,0,48.97,100,16200,5,2018,8,17,4,30,0,0
4.61,4.72,0,0,69.87,100,8100,4,2018,1,11,2,15,0,0
2.88,4.43,0,0,54.51,100,8100,2,2018,7,31,2,15,0,0
2.95,5.47,0,0,47.47,100,13500,5,2018,9,28,3,45,0,0
2.56,3.38,0,0,60.38,100,17100,0,2018,6,24,4,45,1,0
4.32,3.1,0,0,81.25,100,25200,2,2018,2,6,7,0,0,0
3.53,6.05,0,0,50.4,100,83700,2,2018,11,6,23,15,0,0
84.24,49.36,0,0.04,86.28,100,83700,4,2018,2,8,23,15,0,0
2.81,4.64,0,0,51.8,100,18000,0,2018,10,21,5,0,1,0
3.53,4.07,0,0,65.52,100,3600,3,2018,3,7,1,0,0,0
5.44,7.09,0,0,60.87,100,28800,6,2018,8,11,8,0,1,0
2.63,4.07,0,0,54.27,100,20700,2,2018,6,26,5,45,0,0
3.24,4.61,0,0,57.5,100,2700,3,2018,7,25,0,45,0,0
3.71,4.86,0,0,60.68,100,6300,5,2018,4,13,1,45,0,0
2.88,5.36,0,0,47.33,100,81900,6,2018,6,2,22,45,1,0
3.24,2.41,0.04,0,80.24,99.99,18900,2,2018,12,25,5,15,0,0
4.28,6.41,0,0,55.53,100,83700,4,2018,9,13,23,15,0,0
3.6,3.2,0,0,74.74,100,16200,0,2018,12,23,4,30,1,0
3.89,5.69,0,0,56.44,100,10800,4,2018,11,1,3,0,0,0
110.56,56.7,0,0.05,88.98,100,32400,3,2018,6,6,9,0,0,0
5.76,5.33,0,0,73.4,100,13500,2,2018,1,30,3,45,0,0
3.31,4.32,0,0,60.82,100,6300,1,2018,6,25,1,45,0,0
3.89,5.76,0,0,55.97,100,2700,4,2018,2,15,0,45,0,0
3.67,4.46,0,0,63.54,100,5400,6,2018,3,24,1,30,1,0
3.13,4.75,0,0,55.02,100,85500,1,2018,8,27,23,45,0,0
2.95,4.57,0,0,54.23,100,9900,3,2018,11,7,2,45,0,0
6.55,5.04,0,0,79.25,100,27000,2,2018,2,13,7,30,0,0
2.74,4.86,0,0,49.11,100,22500,0,2018,10,21,6,15,1,0
3.13,5.47,0,0,49.67,100,20700,3,2018,10,24,5,45,0,0
3.64,4.46,0,0,63.23,100,3600,0,2018,4,15,1,0,1,0
2.56,4.9,0,0,46.31,100,900,0,2018,9,23,0,15,1,0
2.88,4.54,0,0,53.57,100,5400,4,2018,8,2,1,30,0,0
4.61,4.5,0,0,71.56,100,15300,1,2018,1,15,4,15,0,0
2.63,4.93,0,0,47.07,100,1800,2,2018,9,11,0,30,0,0
3.85,2.59,0.43,0,82.97,99.38,85500,4,2018,12,20,23,45,0,0
2.99,4.54,0,0,55,100,6300,3,2018,7,25,1,45,0,0
2.74,4.97,0,0,48.28,100,28800,0,2018,10,14,8,0,1,0
2.88,4.28,0,0,55.83,100,4500,4,2018,7,26,1,15,0,0
3.38,6.77,0,0,44.67,100,22500,5,2018,9,21,6,15,0,0
2.95,4.82,0,0,52.2,100,7200,4,2018,7,12,2,0,0,0
2.63,4.25,0,0,52.62,100,0,3,2018,8,1,0,0,0,0
4.93,6.59,0,0,59.9,100,10800,0,2018,1,28,3,0,1,0
5.72,5.94,0,0,69.36,100,27900,5,2018,11,9,7,45,0,0
2.92,5.18,0,0,49.11,100,3600,4,2018,8,23,1,0,0,0
3.53,4.25,0,0,63.89,100,19800,1,2018,5,7,5,30,0,0
3.85,4.57,0,0,64.43,100,10800,5,2018,11,30,3,0,0,0
46.94,31.43,0,0.02,83.09,100,29700,2,2018,2,20,8,15,0,0
3.96,3.53,0,0,74.65,100,20700,2,2018,12,25,5,45,0,0
3.1,6.01,0,0,45.84,100,18000,3,2018,6,20,5,0,0,0
2.88,5.94,0,0,43.63,100,17100,2,2018,8,14,4,45,0,0
54.11,50.62,0,0.02,73.03,100,31500,4,2018,9,6,8,45,0,0
3.28,5,0,0,54.85,100,23400,3,2018,4,11,6,30,0,0
3.71,4,0,0,68,100,30600,0,2018,2,11,8,30,1,0
63.22,61.16,0,0.03,71.87,100,30600,3,2018,4,11,8,30,0,0
4.25,4.75,0,0,66.68,100,22500,0,2018,1,28,6,15,1,0
16.88,15.37,0,0.01,73.94,100,28800,4,2018,4,26,8,0,0,0
2.74,4.9,0,0,48.81,100,83700,0,2018,10,14,23,15,1,0
2.52,4.25,0,0,51,100,900,2,2018,10,2,0,15,0,0
4.72,4.28,0,0,74.08,100,10800,2,2018,11,27,3,0,0,0
4.07,6.16,0,0,55.13,100,28800,2,2018,11,6,8,0,0,0
3.1,5.8,0,0,47.14,100,23400,6,2018,5,26,6,30,1,0
2.59,3.92,0.47,0,55.13,98.39,31500,4,2018,8,2,8,45,0,0
3.28,5,0,0,54.85,100,19800,3,2018,4,11,5,30,0,0
2.77,4.82,0,0,49.83,100,22500,0,2018,10,14,6,15,1,0
2.63,3.6,0,0,58.99,100,26100,0,2018,6,24,7,15,1,0
2.63,4.64,0,0,49.31,100,19800,3,2018,8,22,5,30,0,0
4.39,4.43,0,0,70.39,100,26100,3,2018,1,17,7,15,0,0
4.9,6.62,0,0,59.49,100,28800,6,2018,11,17,8,0,1,0
3.31,4.43,0,0,59.86,100,27000,4,2018,10,18,7,30,0,0
3.42,4.61,0,0,59.58,100,24300,1,2018,7,2,6,45,0,0
5.9,5.29,0,0,74.45,100,8100,3,2018,2,7,2,15,0,0
